0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.46425015625,0.64588484375,0.7100640625,0.742460390625,0.769628125,0.787957421875,0.79847671875,0.809664375,0.799437578125,0.819952734375,0.830775078125,0.81996046875,0.8410446875,0.841827890625,0.844146953125,0.850736015625,0.85390203125,0.86522734375,0.871209140625,0.8490134375,0.86668890625,0.862073984375,0.869377734375,0.863903671875,0.871222421875,0.860491796875,0.868025078125,0.87855734375,0.882559921875,0.8750728125,0.9076525,0.918530546875,0.916726171875,0.91595234375,0.91812515625,0.91293953125,0.918550625,0.922345234375,0.925816171875,0.932581796875,0.92269625,0.920130546875,0.938229609375,0.9267684375,0.939304375,0.9346840625,0.92447140625,0.919326640625,0.93263453125,0.91891828125,0.923728359375,0.928533203125,0.924764765625,0.938287109375,0.92710296875,0.923868046875,0.93121125,0.93526390625,0.93119203125,0.930865,0.934770078125,0.92619875,0.9359953125,0.9265015625,0.9374384375,0.93332984375,0.924380625,0.9290259375,0.93506546875,0.934986484375,0.94208234375,0.929330390625,0.93566515625,0.941525859375,0.949068828125,0.92697078125,0.934356484375,0.935560546875,0.93064765625,0.93300203125,0.941233359375,0.94479296875,0.936334296875,0.93030609375,0.940976640625,0.929964609375,0.936188046875,0.9453084375,0.93953953125,0.9390146875,0.920862734375,0.9424984375,0.930411015625,0.9391803125,0.9470725,0.940878984375,0.940954921875,0.934982109375,0.948229296875,0.944119140625
0.6312,0.7421,0.7783,0.795,0.8188,0.8357,0.8535,0.8536,0.8528,0.8561,0.8564,0.8679,0.8698,0.8788,0.8654,0.8692,0.8788,0.8893,0.8899,0.8955,0.886,0.8948,0.8905,0.8928,0.891,0.8993,0.9007,0.8997,0.8991,0.8973,0.9191,0.9215,0.9201,0.9262,0.9244,0.9238,0.9235,0.9277,0.9283,0.9242,0.9241,0.9285,0.928,0.9274,0.928,0.9278,0.9265,0.9305,0.9269,0.9254,0.9312,0.9295,0.9315,0.9292,0.9294,0.9273,0.9271,0.9304,0.9264,0.9267,0.9334,0.9329,0.9335,0.9345,0.9372,0.9356,0.9362,0.9373,0.9385,0.9379,0.9366,0.9361,0.9364,0.9374,0.9368,0.9354,0.9381,0.94,0.9368,0.9367,0.9377,0.9384,0.9383,0.9378,0.9382,0.938,0.9374,0.9385,0.9369,0.9385,0.9384,0.9389,0.9398,0.9377,0.9399,0.9387,0.9401,0.9367,0.9411,0.9391
0.3619554296875,0.500374609375,0.545511328125,0.567087421875,0.5806603125,0.5976054296875,0.613691484375,0.6195228125,0.6344189453125,0.6271175,0.6314616796875,0.63792453125,0.646449140625,0.658591875,0.64128171875,0.666099375,0.65923546875,0.6528510546875,0.6561528125,0.657191015625,0.661744765625,0.664387265625,0.6727871875,0.671558828125,0.66942984375,0.672730859375,0.66797734375,0.671909453125,0.693022890625,0.681354375,0.7029865625,0.707829296875,0.720000390625,0.707654921875,0.72215359375,0.702699765625,0.710509921875,0.70423703125,0.704904765625,0.720717109375,0.720493671875,0.71621359375,0.707635703125,0.714832890625,0.7042675,0.7405803125,0.7140621875,0.71268046875,0.7173734375,0.721025390625,0.715058046875,0.727957890625,0.71210234375,0.69684046875,0.70501375,0.721479609375,0.71958125,0.713655546875,0.716036171875,0.718205859375,0.735919296875,0.7240996875,0.7419253125,0.7338190625,0.728527421875,0.726170625,0.72511265625,0.729357109375,0.740227578125,0.733502734375,0.737224921875,0.7485453125,0.739289609375,0.7457571875,0.734985234375,0.742063828125,0.729305859375,0.744045703125,0.744951484375,0.74223734375,0.726084296875,0.7341259375,0.740013125,0.72775953125,0.739020859375,0.72859828125,0.754002890625,0.7284040625,0.735058515625,0.74798640625,0.746362421875,0.7355303125,0.735411015625,0.741196875,0.736588046875,0.750732421875,0.736368828125,0.753186796875,0.735365,0.7394171875
0.6151,0.7061,0.7572,0.7758,0.7957,0.8168,0.8223,0.8358,0.8463,0.8496,0.857,0.8644,0.867,0.8686,0.867,0.8734,0.8757,0.8796,0.8878,0.8867,0.8929,0.892,0.8834,0.8908,0.8993,0.8927,0.8956,0.8985,0.8952,0.9001,0.9242,0.9259,0.9244,0.9275,0.9269,0.926,0.9259,0.9307,0.9294,0.9302,0.9284,0.9292,0.9284,0.9285,0.93,0.9317,0.933,0.9326,0.9319,0.9301,0.9343,0.934,0.933,0.9325,0.9323,0.9326,0.935,0.9348,0.9322,0.9332,0.941,0.9402,0.9404,0.9419,0.9422,0.9412,0.9408,0.9411,0.9391,0.9422,0.9432,0.9418,0.9427,0.9423,0.9429,0.9397,0.9416,0.9432,0.9418,0.9421,0.9422,0.9448,0.9431,0.9417,0.9427,0.9456,0.9437,0.944,0.9426,0.9446,0.9421,0.9437,0.9429,0.9446,0.9452,0.944,0.9439,0.9432,0.9448,0.945
0.3246124609375,0.439877734375,0.4862117578125,0.5148008203125,0.525446484375,0.5404939453125,0.5518323046875,0.543592578125,0.560561484375,0.572752890625,0.575745,0.5767226953125,0.574870859375,0.5795217578125,0.5952811328125,0.5765576953125,0.598599765625,0.5951878515625,0.60120921875,0.596500546875,0.6029043359375,0.5993600390625,0.6054696875,0.6037416015625,0.6055044921875,0.6072053125,0.6014515625,0.61327484375,0.630533828125,0.621618828125,0.6424154296875,0.6425858203125,0.6386991796875,0.6333389453125,0.642104140625,0.6407983984375,0.6360479296875,0.6482140625,0.6356435546875,0.643584765625,0.6387749609375,0.6429014453125,0.6350039453125,0.640326015625,0.6505562890625,0.6580309375,0.6468410546875,0.6548109375,0.65552890625,0.6517815625,0.6529195703125,0.6472048046875,0.6502609765625,0.6549009375,0.6451771484375,0.652715078125,0.642922265625,0.6450511328125,0.657839921875,0.66040203125,0.66704,0.66635046875,0.656570625,0.66135859375,0.667777265625,0.65851359375,0.65701046875,0.66480234375,0.670874921875,0.66191140625,0.666386484375,0.654708125,0.66408734375,0.670895546875,0.659540078125,0.66638828125,0.66031578125,0.657986328125,0.65957953125,0.665877265625,0.664242421875,0.67541734375,0.663317578125,0.6829534375,0.670189765625,0.665871171875,0.66216296875,0.67299109375,0.674109140625,0.674544921875,0.668133515625,0.65989296875,0.670146640625,0.66454609375,0.671466953125,0.66633375,0.674220546875,0.671785,0.67169125,0.663423046875
0.606,0.6878,0.7348,0.76,0.7896,0.8005,0.8114,0.8125,0.8322,0.8344,0.843,0.8484,0.8567,0.8559,0.8619,0.8625,0.8691,0.8716,0.8821,0.8805,0.8758,0.8839,0.8726,0.8811,0.8884,0.8905,0.8843,0.8897,0.8945,0.9013,0.9181,0.9188,0.9209,0.9196,0.9186,0.9222,0.9211,0.9215,0.9245,0.9216,0.9261,0.923,0.9277,0.925,0.9255,0.9255,0.9259,0.9257,0.925,0.9274,0.9285,0.9277,0.9313,0.9277,0.9312,0.9276,0.9288,0.9313,0.9313,0.931,0.9379,0.9371,0.9367,0.9397,0.9371,0.9407,0.9372,0.9382,0.94,0.9401,0.9414,0.9403,0.9407,0.9406,0.9415,0.9392,0.9395,0.942,0.9396,0.9393,0.9396,0.9399,0.9415,0.9403,0.942,0.9412,0.942,0.9402,0.9407,0.9408,0.9411,0.9404,0.9405,0.9422,0.9417,0.9412,0.9412,0.9405,0.9429,0.9417
0.4589148046875,0.6367744140625,0.703732890625,0.7469625,0.758236484375,0.783986015625,0.79275109375,0.799739375,0.804490859375,0.80397828125,0.814148046875,0.82021609375,0.814650078125,0.8403571875,0.83163734375,0.843363828125,0.847581640625,0.84776171875,0.850718046875,0.865505859375,0.850081171875,0.8542175,0.86433671875,0.85837203125,0.87494203125,0.87531765625,0.85548421875,0.871601953125,0.883907890625,0.877703046875,0.90982078125,0.901577578125,0.906052265625,0.916095,0.915976328125,0.912716953125,0.91531171875,0.91896703125,0.909439609375,0.9201890625,0.931946484375,0.9279546875,0.919739921875,0.9339028125,0.92646234375,0.92221625,0.92794140625,0.938149921875,0.93041375,0.923921171875,0.917950859375,0.926949921875,0.921582734375,0.9272328125,0.9313025,0.929986171875,0.932810390625,0.933428203125,0.923148125,0.912572890625,0.937975546875,0.941009296875,0.951326953125,0.93564703125,0.926713984375,0.937740703125,0.933899921875,0.935205234375,0.94088296875,0.93385265625,0.932459765625,0.933381015625,0.932361171875,0.93618265625,0.93027515625,0.943515703125,0.935416875,0.934309609375,0.933861875,0.93397921875,0.939731640625,0.9326215625,0.933615078125,0.931696796875,0.94015875,0.93837953125,0.9307540625,0.92600765625,0.934585,0.919085625,0.943991328125,0.94494984375,0.9349821875,0.9427675,0.944747265625,0.94092015625,0.927269765625,0.94251328125,0.94036671875,0.934338515625
0.6273,0.7287,0.7742,0.7928,0.8166,0.8262,0.85,0.8443,0.8487,0.8538,0.8503,0.8598,0.8715,0.8726,0.8693,0.8714,0.8813,0.8877,0.89,0.884,0.8832,0.8889,0.8938,0.8917,0.8948,0.8931,0.8953,0.8995,0.8897,0.8973,0.921,0.9213,0.9219,0.9267,0.9291,0.925,0.9251,0.9274,0.9259,0.9275,0.9249,0.9273,0.9264,0.9254,0.9262,0.9224,0.9256,0.926,0.9252,0.9276,0.9291,0.9293,0.9274,0.9247,0.9304,0.9266,0.9259,0.925,0.9312,0.9262,0.9349,0.9341,0.9328,0.9361,0.9343,0.9348,0.9349,0.9349,0.9349,0.934,0.9348,0.9384,0.9338,0.9382,0.9368,0.9351,0.9368,0.9372,0.936,0.9345,0.9355,0.935,0.9364,0.9368,0.9355,0.9356,0.9362,0.9366,0.9361,0.9345,0.9377,0.938,0.9371,0.9371,0.9376,0.9355,0.9372,0.9369,0.937,0.9372
0.3453598046875,0.475306171875,0.5335626171875,0.5602496875,0.5759221875,0.590337421875,0.6030290234375,0.60597625,0.61546453125,0.6218374609375,0.6284158984375,0.6344499609375,0.63253328125,0.643014296875,0.6447569921875,0.654725546875,0.6472221484375,0.6535673828125,0.65978328125,0.65764671875,0.667435,0.667681953125,0.657809765625,0.67393765625,0.66643375,0.665771875,0.68099109375,0.682765859375,0.67197875,0.663197421875,0.69746609375,0.720958125,0.6956803125,0.698698125,0.705,0.70769609375,0.715068671875,0.70217140625,0.69744984375,0.718418671875,0.7016990625,0.7292296875,0.71414046875,0.72102640625,0.707661484375,0.710148984375,0.722092890625,0.71455875,0.710303515625,0.695919296875,0.71925859375,0.706801796875,0.718858359375,0.724600625,0.710873125,0.71778078125,0.707973125,0.717512109375,0.707114921875,0.71303828125,0.72403328125,0.723323125,0.716115234375,0.718116484375,0.719322421875,0.729511328125,0.72933296875,0.73187546875,0.72931125,0.73502265625,0.722096640625,0.737748671875,0.72427671875,0.72699390625,0.7226125,0.7254559375,0.74712578125,0.736323828125,0.7317565625,0.737181796875,0.728392421875,0.732194921875,0.73537109375,0.733924140625,0.742751640625,0.727157421875,0.73466625,0.7383715625,0.7443975,0.72944421875,0.71734296875,0.73019828125,0.743694609375,0.737755234375,0.74867140625,0.7346871875,0.73865234375,0.741669140625,0.733049765625,0.749896015625
0.6014,0.6846,0.745,0.7671,0.7952,0.8141,0.8276,0.8385,0.8475,0.8474,0.8514,0.864,0.8667,0.8704,0.8663,0.8734,0.8692,0.876,0.8867,0.8805,0.8893,0.8937,0.8835,0.8922,0.8982,0.894,0.896,0.8977,0.8919,0.8996,0.9204,0.9219,0.9255,0.9245,0.9229,0.9244,0.9243,0.9258,0.9251,0.9282,0.9274,0.9259,0.9278,0.9287,0.9282,0.9268,0.9293,0.9296,0.9259,0.9295,0.9274,0.9315,0.9274,0.9297,0.927,0.9311,0.9296,0.9309,0.9321,0.9328,0.9406,0.9386,0.938,0.9381,0.9395,0.9394,0.9376,0.9394,0.94,0.9395,0.9405,0.9424,0.9442,0.9422,0.9396,0.9396,0.9408,0.9402,0.9402,0.9383,0.9418,0.9418,0.9411,0.9407,0.9434,0.9436,0.9414,0.9427,0.9432,0.943,0.942,0.9437,0.943,0.9441,0.9439,0.9431,0.9447,0.9437,0.9435,0.9446
